Date,Well,Conc,Count,Treatment,Time,Cell.Line,UID,l2,nl2,Units
20120715,F5,1.95E-09,2130,BIBW2992,48,HCC1954,20120715_F5,11.05663772,1.811085009,Molar
20120715,F5,1.95E-09,2653,BIBW2992,56,HCC1954,20120715_F5,11.37340896,2.127856254,Molar
20120715,F5,1.95E-09,3914,BIBW2992,72,HCC1954,20120715_F5,11.93442804,2.688875334,Molar
20120715,F5,1.95E-09,4554,BIBW2992,80,HCC1954,20120715_F5,12.15291858,2.90736587,Molar
20120715,F5,1.95E-09,6001,BIBW2992,96,HCC1954,20120715_F5,12.55098721,3.305434508,Molar
20120715,F6,7.80E-09,752,BIBW2992,0,HCC1954,20120715_F6,9.554588852,0,Molar
20120715,F6,7.80E-09,919,BIBW2992,8,HCC1954,20120715_F6,9.843921051,0.2893322,Molar
20120715,F6,7.80E-09,1409,BIBW2992,24,HCC1954,20120715_F6,10.4604559,0.905867045,Molar
20120715,F6,7.80E-09,1652,BIBW2992,32,HCC1954,20120715_F6,10.68999797,1.13540912,Molar
20120715,F6,7.80E-09,2415,BIBW2992,48,HCC1954,20120715_F6,11.23780747,1.683218622,Molar
20120715,F6,7.80E-09,2845,BIBW2992,56,HCC1954,20120715_F6,11.47421294,1.919624086,Molar
20120715,F6,7.80E-09,3919,BIBW2992,72,HCC1954,20120715_F6,11.93626986,2.381681006,Molar
20120715,F6,7.80E-09,4361,BIBW2992,80,HCC1954,20120715_F6,12.09044328,2.535854423,Molar
20120715,F6,7.80E-09,5095,BIBW2992,96,HCC1954,20120715_F6,12.31486643,2.760277579,Molar
20120715,F7,3.13E-08,679,BIBW2992,0,HCC1954,20120715_F7,9.407267764,0,Molar
20120715,F7,3.13E-08,841,BIBW2992,8,HCC1954,20120715_F7,9.71596199,0.308694226,Molar
20120715,F7,3.13E-08,1406,BIBW2992,24,HCC1954,20120715_F7,10.45738088,1.050113115,Molar
20120715,F7,3.13E-08,1675,BIBW2992,32,HCC1954,20120715_F7,10.70994538,1.302677616,Molar
20120715,F7,3.13E-08,2214,BIBW2992,48,HCC1954,20120715_F7,11.11243951,1.705171743,Molar
20120715,F7,3.13E-08,2512,BIBW2992,56,HCC1954,20120715_F7,11.29462075,1.887352985,Molar
20120715,F7,3.13E-08,2967,BIBW2992,72,HCC1954,20120715_F7,11.53478921,2.127521447,Molar
20120715,F7,3.13E-08,3148,BIBW2992,80,HCC1954,20120715_F7,11.62021983,2.212952061,Molar
20120715,F7,3.13E-08,3487,BIBW2992,96,HCC1954,20120715_F7,11.76777065,2.360502885,Molar
20120715,F8,1.25E-07,763,BIBW2992,0,HCC1954,20120715_F8,9.575539247,0,Molar
20120715,F8,1.25E-07,917,BIBW2992,8,HCC1954,20120715_F8,9.840777924,0.265238677,Molar
20120715,F8,1.25E-07,1490,BIBW2992,24,HCC1954,20120715_F8,10.54109662,0.965557369,Molar
20120715,F8,1.25E-07,1770,BIBW2992,32,HCC1954,20120715_F8,10.78953364,1.213994398,Molar
20120715,F8,1.25E-07,2305,BIBW2992,48,HCC1954,20120715_F8,11.17055104,1.595011788,Molar
20120715,F8,1.25E-07,2567,BIBW2992,56,HCC1954,20120715_F8,11.32586758,1.750328334,Molar
20120715,F8,1.25E-07,2933,BIBW2992,72,HCC1954,20120715_F8,11.51816136,1.942622109,Molar
20120715,F8,1.25E-07,3059,BIBW2992,80,HCC1954,20120715_F8,11.57884439,2.003305145,Molar
20120715,F8,1.25E-07,3265,BIBW2992,96,HCC1954,20120715_F8,11.67286728,2.09732803,Molar
20120715,F9,5.00E-07,742,BIBW2992,0,HCC1954,20120715_F9,9.535275377,0,Molar
20120715,F9,5.00E-07,775,BIBW2992,8,HCC1954,20120715_F9,9.5980525,0.062777124,Molar
20120715,F9,5.00E-07,1234,BIBW2992,24,HCC1954,20120715_F9,10.26912668,0.733851303,Molar
20120715,F9,5.00E-07,1480,BIBW2992,32,HCC1954,20120715_F9,10.53138146,0.996106084,Molar
20120715,F9,5.00E-07,1905,BIBW2992,48,HCC1954,20120715_F9,10.89557528,1.360299906,Molar
20120715,F9,5.00E-07,2107,BIBW2992,56,HCC1954,20120715_F9,11.0409746,1.505699222,Molar
20120715,F9,5.00E-07,2393,BIBW2992,72,HCC1954,20120715_F9,11.22460468,1.689329305,Molar
20120715,F9,5.00E-07,2389,BIBW2992,80,HCC1954,20120715_F9,11.22219114,1.686915762,Molar
20120715,F9,5.00E-07,2894,BIBW2992,96,HCC1954,20120715_F9,11.49884921,1.96357383,Molar
20120715,F10,2.00E-06,778,BIBW2992,0,HCC1954,20120715_F10,9.603626345,0,Molar
20120715,F10,2.00E-06,859,BIBW2992,8,HCC1954,20120715_F10,9.746514321,0.142887976,Molar
20120715,F10,2.00E-06,1430,BIBW2992,24,HCC1954,20120715_F10,10.48179943,0.878173087,Molar
20120715,F10,2.00E-06,1774,BIBW2992,32,HCC1954,20120715_F10,10.79279029,1.189163949,Molar
20120715,F10,2.00E-06,2224,BIBW2992,48,HCC1954,20120715_F10,11.11894107,1.515314728,Molar
20120715,F10,2.00E-06,2262,BIBW2992,56,HCC1954,20120715_F10,11.14338321,1.539756869,Molar
20120715,F10,2.00E-06,2660,BIBW2992,72,HCC1954,20120715_F10,11.37721053,1.773584185,Molar
20120715,F10,2.00E-06,2782,BIBW2992,80,HCC1954,20120715_F10,11.4419067,1.83828036,Molar
20120715,F10,2.00E-06,3038,BIBW2992,96,HCC1954,20120715_F10,11.56890615,1.96527981,Molar
20120715,G2,0,448,BIBW2992,0,HCC1954,20120715_G2,8.807354922,0,Molar
20120715,G2,0,562,BIBW2992,8,HCC1954,20120715_G2,9.13442632,0.327071398,Molar
20120715,G2,0,874,BIBW2992,24,HCC1954,20120715_G2,9.77148947,0.964134547,Molar
20120715,G2,0,1198,BIBW2992,32,HCC1954,20120715_G2,10.22641219,1.419057271,Molar
20120715,G2,0,1708,BIBW2992,48,HCC1954,20120715_G2,10.73809226,1.930737338,Molar
20120715,G2,0,1943,BIBW2992,56,HCC1954,20120715_G2,10.92407019,2.116715264,Molar
20120715,G2,0,3005,BIBW2992,72,HCC1954,20120715_G2,11.55314928,2.745794354,Molar
20120715,G2,0,3785,BIBW2992,80,HCC1954,20120715_G2,11.88607758,3.078722663,Molar
20120715,G2,0,5478,BIBW2992,96,HCC1954,20120715_G2,12.41943355,3.612078629,Molar
20120715,G3,1.20E-10,502,BIBW2992,0,HCC1954,20120715_G3,8.971543554,0,Molar
20120715,G3,1.20E-10,627,BIBW2992,8,HCC1954,20120715_G3,9.292321633,0.320778079,Molar
20120715,G3,1.20E-10,977,BIBW2992,24,HCC1954,20120715_G3,9.932214752,0.960671198,Molar
20120715,G3,1.20E-10,1286,BIBW2992,32,HCC1954,20120715_G3,10.32867493,1.357131373,Molar
20120715,G3,1.20E-10,1780,BIBW2992,48,HCC1954,20120715_G3,10.79766153,1.826117972,Molar
20120715,G3,1.20E-10,2213,BIBW2992,56,HCC1954,20120715_G3,11.11178774,2.140244182,Molar
20120715,G3,1.20E-10,3389,BIBW2992,72,HCC1954,20120715_G3,11.72664392,2.755100368,Molar
20120715,G3,1.20E-10,4010,BIBW2992,80,HCC1954,20120715_G3,11.96938652,2.997842967,Molar
20120715,G3,1.20E-10,6062,BIBW2992,96,HCC1954,20120715_G3,12.56557814,3.594034583,Molar
20120715,G4,4.80E-10,479,BIBW2992,0,HCC1954,20120715_G4,8.903881846,0,Molar
20120715,G4,4.80E-10,578,BIBW2992,8,HCC1954,20120715_G4,9.174925683,0.271043837,Molar
20120715,G4,4.80E-10,887,BIBW2992,24,HCC1954,20120715_G4,9.792790294,0.888908449,Molar
20120715,G4,4.80E-10,1065,BIBW2992,32,HCC1954,20120715_G4,10.05663772,1.152755869,Molar
20120715,G4,4.80E-10,1704,BIBW2992,48,HCC1954,20120715_G4,10.73470962,1.830827774,Molar
20120715,G4,4.80E-10,2018,BIBW2992,56,HCC1954,20120715_G4,10.97871046,2.074828613,Molar
20120715,G4,4.80E-10,2965,BIBW2992,72,HCC1954,20120715_G4,11.53381639,2.629934544,Molar
20120715,G4,4.80E-10,3664,BIBW2992,80,HCC1954,20120715_G4,11.83920379,2.935321942,Molar
20120715,G4,4.80E-10,5280,BIBW2992,96,HCC1954,20120715_G4,12.36632221,3.462440369,Molar
20120715,G5,1.95E-09,636,BIBW2992,0,HCC1954,20120715_G5,9.312882955,0,Molar
20120715,G5,1.95E-09,714,BIBW2992,8,HCC1954,20120715_G5,9.479780264,0.166897309,Molar
20120715,G5,1.95E-09,1177,BIBW2992,24,HCC1954,20120715_G5,10.20089861,0.88801565,Molar
20120715,G5,1.95E-09,1436,BIBW2992,32,HCC1954,20120715_G5,10.48784003,1.174957079,Molar
20120715,G5,1.95E-09,2061,BIBW2992,48,HCC1954,20120715_G5,11.00912879,1.696245834,Molar
20120715,G5,1.95E-09,2442,BIBW2992,56,HCC1954,20120715_G5,11.25384748,1.94096453,Molar
20120715,G5,1.95E-09,3698,BIBW2992,72,HCC1954,20120715_G5,11.85252951,2.539646554,Molar
20120715,G5,1.95E-09,4223,BIBW2992,80,HCC1954,20120715_G5,12.04405253,2.731169577,Molar
20120715,G5,1.95E-09,5693,BIBW2992,96,HCC1954,20120715_G5,12.47497338,3.162090429,Molar
20120715,G6,7.80E-09,723,BIBW2992,0,HCC1954,20120715_G6,9.497851837,0,Molar
20120715,G6,7.80E-09,813,BIBW2992,8,HCC1954,20120715_G6,9.667111542,0.169259705,Molar
20120715,G6,7.80E-09,1299,BIBW2992,24,HCC1954,20120715_G6,10.34318572,0.845333878,Molar
20120715,G6,7.80E-09,1559,BIBW2992,32,HCC1954,20120715_G6,10.60640521,1.108553376,Molar
20120715,G6,7.80E-09,2222,BIBW2992,48,HCC1954,20120715_G6,11.1176431,1.619791264,Molar
20120715,G6,7.80E-09,2678,BIBW2992,56,HCC1954,20120715_G6,11.38694025,1.889088408,Molar
20120715,G6,7.80E-09,3516,BIBW2992,72,HCC1954,20120715_G6,11.77971936,2.281867518,Molar
20120715,G6,7.80E-09,4041,BIBW2992,80,HCC1954,20120715_G6,11.98049664,2.482644799,Molar
20120715,G6,7.80E-09,4751,BIBW2992,96,HCC1954,20120715_G6,12.21401549,2.716163654,Molar
20120715,G7,3.13E-08,911,BIBW2992,0,HCC1954,20120715_G7,9.831307244,0,Molar
20120715,G7,3.13E-08,1097,BIBW2992,8,HCC1954,20120715_G7,10.09934781,0.268040567,Molar
20120715,G7,3.13E-08,1647,BIBW2992,24,HCC1954,20120715_G7,10.68562484,0.854317596,Molar
20120715,G7,3.13E-08,1980,BIBW2992,32,HCC1954,20120715_G7,10.95128471,1.119977471,Molar
20120715,G7,3.13E-08,2557,BIBW2992,48,HCC1954,20120715_G7,11.32023645,1.488929201,Molar
20120715,G7,3.13E-08,2843,BIBW2992,56,HCC1954,20120715_G7,11.47319838,1.64189114,Molar
20120715,G7,3.13E-08,3310,BIBW2992,72,HCC1954,20120715_G7,11.6926155,1.861308258,Molar
20120715,G7,3.13E-08,3645,BIBW2992,80,HCC1954,20120715_G7,11.8317031,2.000395855,Molar
20120715,G7,3.13E-08,3986,BIBW2992,96,HCC1954,20120715_G7,11.96072599,2.129418751,Molar
20120715,G8,1.25E-07,801,BIBW2992,0,HCC1954,20120715_G8,9.645658432,0,Molar
20120715,G8,1.25E-07,1000,BIBW2992,8,HCC1954,20120715_G8,9.965784285,0.320125852,Molar
20120715,G8,1.25E-07,1565,BIBW2992,24,HCC1954,20120715_G8,10.61194694,0.966288509,Molar
20120715,G8,1.25E-07,1872,BIBW2992,32,HCC1954,20120715_G8,10.87036472,1.224706287,Molar
20120715,G8,1.25E-07,2326,BIBW2992,48,HCC1954,20120715_G8,11.18363538,1.537976949,Molar
20120715,G8,1.25E-07,2537,BIBW2992,56,HCC1954,20120715_G8,11.3089078,1.663249372,Molar
20120715,G8,1.25E-07,2947,BIBW2992,72,HCC1954,20120715_G8,11.52503135,1.879372913,Molar
20120715,G8,1.25E-07,3054,BIBW2992,80,HCC1954,20120715_G8,11.57648435,1.930825914,Molar
20120715,G8,1.25E-07,3031,BIBW2992,96,HCC1954,20120715_G8,11.56557814,1.919919704,Molar
20120715,G9,5.00E-07,909,BIBW2992,0,HCC1954,20120715_G9,9.828136484,0,Molar
20120715,G9,5.00E-07,1054,BIBW2992,8,HCC1954,20120715_G9,10.04165915,0.213522667,Molar
20120715,G9,5.00E-07,1721,BIBW2992,24,HCC1954,20120715_G9,10.74903138,0.920894898,Molar
20120715,G9,5.00E-07,1993,BIBW2992,32,HCC1954,20120715_G9,10.96072599,1.132589511,Molar
20120715,G9,5.00E-07,2540,BIBW2992,48,HCC1954,20120715_G9,11.31061278,1.482476297,Molar
20120715,G9,5.00E-07,2685,BIBW2992,56,HCC1954,20120715_G9,11.39070637,1.562569889,Molar
20120715,G9,5.00E-07,3166,BIBW2992,72,HCC1954,20120715_G9,11.62844554,1.800309056,Molar
20120715,G9,5.00E-07,3274,BIBW2992,80,HCC1954,20120715_G9,11.67683861,1.848702122,Molar
20120715,G9,5.00E-07,3502,BIBW2992,96,HCC1954,20120715_G9,11.77396337,1.945826884,Molar
20120715,G10,2.00E-06,904,BIBW2992,0,HCC1954,20120715_G10,9.820178962,0,Molar
20120715,G10,2.00E-06,983,BIBW2992,8,HCC1954,20120715_G10,9.941047606,0.120868644,Molar
20120715,G10,2.00E-06,1618,BIBW2992,24,HCC1954,20120715_G10,10.65999589,0.83981693,Molar
20120715,G10,2.00E-06,1955,BIBW2992,32,HCC1954,20120715_G10,10.93295289,1.11277393,Molar
20120715,G10,2.00E-06,2309,BIBW2992,48,HCC1954,20120715_G10,11.17305246,1.352873495,Molar
20120715,G10,2.00E-06,2454,BIBW2992,56,HCC1954,20120715_G10,11.26091953,1.440740571,Molar
20120715,G10,2.00E-06,2667,BIBW2992,72,HCC1954,20120715_G10,11.38100211,1.560823147,Molar
20120715,G10,2.00E-06,2887,BIBW2992,80,HCC1954,20120715_G10,11.49535539,1.67517643,Molar
20120715,G10,2.00E-06,3234,BIBW2992,96,HCC1954,20120715_G10,11.65910396,1.838925001,Molar
20120331,F2,0,611,Erlotinib,0,HCC1954,20120331_F2,9.25502857,0,Molar
20120331,F2,0,772,Erlotinib,8,HCC1954,20120331_F2,9.592457037,0.337428467,Molar
20120331,F2,0,1178,Erlotinib,24,HCC1954,20120331_F2,10.20212382,0.947095254,Molar
20120331,F2,0,1385,Erlotinib,32,HCC1954,20120331_F2,10.43567026,1.180641691,Molar
20120331,F2,0,2322,Erlotinib,48,HCC1954,20120331_F2,11.18115226,1.926123687,Molar
20120331,F2,0,2646,Erlotinib,56,HCC1954,20120331_F2,11.36959735,2.114568776,Molar
20120331,F2,0,4029,Erlotinib,72,HCC1954,20120331_F2,11.97620609,2.72117752,Molar
20120331,F2,0,4872,Erlotinib,80,HCC1954,20120331_F2,12.25029842,2.995269848,Molar
20120331,F2,0,7006,Erlotinib,96,HCC1954,20120331_F2,12.77437527,3.519346703,Molar
20120331,F3,6.25E-08,540,Erlotinib,0,HCC1954,20120331_F3,9.076815597,0,Molar
20120331,F3,6.25E-08,644,Erlotinib,8,HCC1954,20120331_F3,9.330916878,0.254101281,Molar
20120331,F3,6.25E-08,1005,Erlotinib,24,HCC1954,20120331_F3,9.972979786,0.896164189,Molar
20120331,F3,6.25E-08,1193,Erlotinib,32,HCC1954,20120331_F3,10.22037833,1.143562731,Molar
20120331,F3,6.25E-08,1897,Erlotinib,48,HCC1954,20120331_F3,10.88950396,1.812688366,Molar
20120331,F3,6.25E-08,2129,Erlotinib,56,HCC1954,20120331_F3,11.05596023,1.979144637,Molar
20120331,F3,6.25E-08,3134,Erlotinib,72,HCC1954,20120331_F3,11.61378946,2.536973867,Molar
20120331,F3,6.25E-08,3812,Erlotinib,80,HCC1954,20120331_F3,11.8963324,2.819516807,Molar
20120331,F3,6.25E-08,5572,Erlotinib,96,HCC1954,20120331_F3,12.44397954,3.367163946,Molar
20120331,F4,1.25E-07,673,Erlotinib,0,HCC1954,20120331_F4,9.394462695,0,Molar
20120331,F4,1.25E-07,756,Erlotinib,8,HCC1954,20120331_F4,9.562242424,0.16777973,Molar
20120331,F4,1.25E-07,1128,Erlotinib,24,HCC1954,20120331_F4,10.13955135,0.745088658,Molar
20120331,F4,1.25E-07,1327,Erlotinib,32,HCC1954,20120331_F4,10.37395266,0.979489961,Molar
20120331,F4,1.25E-07,2035,Erlotinib,48,HCC1954,20120331_F4,10.99081308,1.596350385,Molar
20120331,F4,1.25E-07,2288,Erlotinib,56,HCC1954,20120331_F4,11.15987134,1.765408642,Molar
20120331,F4,1.25E-07,3325,Erlotinib,72,HCC1954,20120331_F4,11.69913863,2.304675931,Molar
20120331,F4,1.25E-07,3935,Erlotinib,80,HCC1954,20120331_F4,11.94214792,2.547685226,Molar
20120331,F4,1.25E-07,5500,Erlotinib,96,HCC1954,20120331_F4,12.4252159,3.030753209,Molar
20120331,F5,2.50E-07,748,Erlotinib,0,HCC1954,20120331_F5,9.54689446,0,Molar
20120331,F5,2.50E-07,897,Erlotinib,8,HCC1954,20120331_F5,9.808964175,0.262069715,Molar
20120331,F5,2.50E-07,1358,Erlotinib,24,HCC1954,20120331_F5,10.40726776,0.860373304,Molar
20120331,F5,2.50E-07,1526,Erlotinib,32,HCC1954,20120331_F5,10.57553925,1.028644787,Molar
20120331,F5,2.50E-07,2398,Erlotinib,48,HCC1954,20120331_F5,11.22761594,1.680721484,Molar
20120331,F5,2.50E-07,2598,Erlotinib,56,HCC1954,20120331_F5,11.34318572,1.796291256,Molar
20120331,F5,2.50E-07,3845,Erlotinib,72,HCC1954,20120331_F5,11.90876788,2.361873423,Molar
20120331,F5,2.50E-07,4424,Erlotinib,80,HCC1954,20120331_F5,12.11113567,2.56424121,Molar
20120331,F5,2.50E-07,5888,Erlotinib,96,HCC1954,20120331_F5,12.52356196,2.976667496,Molar
20120331,F6,5.00E-07,764,Erlotinib,0,HCC1954,20120331_F6,9.577428828,0,Molar
20120331,F6,5.00E-07,935,Erlotinib,8,HCC1954,20120331_F6,9.868822555,0.291393727,Molar
20120331,F6,5.00E-07,1392,Erlotinib,24,HCC1954,20120331_F6,10.4429435,0.865514668,Molar
20120331,F6,5.00E-07,1601,Erlotinib,32,HCC1954,20120331_F6,10.64475759,1.067328764,Molar
20120331,F6,5.00E-07,2302,Erlotinib,48,HCC1954,20120331_F6,11.16867212,1.59124329,Molar
20120331,F6,5.00E-07,2602,Erlotinib,56,HCC1954,20120331_F6,11.34540525,1.767976419,Molar
20120331,F6,5.00E-07,3448,Erlotinib,72,HCC1954,20120331_F6,11.75154406,2.174115231,Molar
20120331,F6,5.00E-07,3825,Erlotinib,80,HCC1954,20120331_F6,11.90124403,2.323815204,Molar
20120331,F6,5.00E-07,5091,Erlotinib,96,HCC1954,20120331_F6,12.31373335,2.736304522,Molar
20120331,F7,1.00E-06,588,Erlotinib,0,HCC1954,20120331_F7,9.199672345,0,Molar
20120331,F7,1.00E-06,699,Erlotinib,8,HCC1954,20120331_F7,9.449148645,0.249476301,Molar
20120331,F7,1.00E-06,1128,Erlotinib,24,HCC1954,20120331_F7,10.13955135,0.939879008,Molar
20120331,F7,1.00E-06,1243,Erlotinib,32,HCC1954,20120331_F7,10.27961058,1.079938236,Molar
20120331,F7,1.00E-06,1691,Erlotinib,48,HCC1954,20120331_F7,10.72366094,1.5239886,Molar
20120331,F7,1.00E-06,1794,Erlotinib,56,HCC1954,20120331_F7,10.80896417,1.60929183,Molar
20120331,F7,1.00E-06,2290,Erlotinib,72,HCC1954,20120331_F7,11.16113188,1.961459538,Molar
20120331,F7,1.00E-06,2538,Erlotinib,80,HCC1954,20120331_F7,11.30947635,2.109804009,Molar
20120331,F7,1.00E-06,3339,Erlotinib,96,HCC1954,20120331_F7,11.70520038,2.505528033,Molar
20120331,F8,2.00E-06,736,Erlotinib,0,HCC1954,20120331_F8,9.523561956,0,Molar
20120331,F8,2.00E-06,871,Erlotinib,8,HCC1954,20120331_F8,9.766528909,0.242966953,Molar
20120331,F8,2.00E-06,1325,Erlotinib,24,HCC1954,20120331_F8,10.37177664,0.848214688,Molar
20120331,F8,2.00E-06,1555,Erlotinib,32,HCC1954,20120331_F8,10.60269887,1.079136909,Molar
20120331,F8,2.00E-06,1996,Erlotinib,48,HCC1954,20120331_F8,10.96289601,1.439334049,Molar
20120331,F8,2.00E-06,2200,Erlotinib,56,HCC1954,20120331_F8,11.10328781,1.579725852,Molar
20120331,F8,2.00E-06,2597,Erlotinib,72,HCC1954,20120331_F8,11.3426303,1.819068343,Molar
20120331,F8,2.00E-06,2862,Erlotinib,80,HCC1954,20120331_F8,11.48280796,1.959246001,Molar
20120331,F8,2.00E-06,3342,Erlotinib,96,HCC1954,20120331_F8,11.70649602,2.182934062,Molar
20120331,F9,4.00E-06,590,Erlotinib,0,HCC1954,20120331_F9,9.204571144,0,Molar
20120331,F9,4.00E-06,607,Erlotinib,8,HCC1954,20120331_F9,9.245552706,0.040981562,Molar
20120331,F9,4.00E-06,987,Erlotinib,24,HCC1954,20120331_F9,9.946906274,0.74233513,Molar
20120331,F9,4.00E-06,1048,Erlotinib,32,HCC1954,20120331_F9,10.033423,0.828851857,Molar
20120331,F9,4.00E-06,1514,Erlotinib,48,HCC1954,20120331_F9,10.56414949,1.359578346,Molar
20120331,F9,4.00E-06,1601,Erlotinib,56,HCC1954,20120331_F9,10.64475759,1.440186448,Molar
20120331,F9,4.00E-06,1798,Erlotinib,72,HCC1954,20120331_F9,10.81217731,1.607606161,Molar
20120331,F9,4.00E-06,1833,Erlotinib,80,HCC1954,20120331_F9,10.83999107,1.635419926,Molar
20120331,F9,4.00E-06,2057,Erlotinib,96,HCC1954,20120331_F9,11.00632608,1.801754934,Molar
20120331,F10,8.00E-06,843,Erlotinib,0,HCC1954,20120331_F10,9.719388821,0,Molar
20120331,F10,8.00E-06,988,Erlotinib,8,HCC1954,20120331_F10,9.948367232,0.228978411,Molar
20120331,F10,8.00E-06,1437,Erlotinib,24,HCC1954,20120331_F10,10.48884435,0.769455526,Molar
20120331,F10,8.00E-06,1601,Erlotinib,32,HCC1954,20120331_F10,10.64475759,0.925368772,Molar
20120331,F10,8.00E-06,2024,Erlotinib,48,HCC1954,20120331_F10,10.98299357,1.263604754,Molar
20120331,F10,8.00E-06,2058,Erlotinib,56,HCC1954,20120331_F10,11.00702727,1.287638446,Molar
20120331,F10,8.00E-06,2138,Erlotinib,72,HCC1954,20120331_F10,11.06204614,1.342657317,Molar
20120331,F10,8.00E-06,2041,Erlotinib,80,HCC1954,20120331_F10,10.99506047,1.275671646,Molar
20120331,F10,8.00E-06,2356,Erlotinib,96,HCC1954,20120331_F10,11.20212382,1.482735003,Molar
20120331,G2,0,386,Erlotinib,0,HCC1954,20120331_G2,8.592457037,0,Molar
20120331,G2,0,432,Erlotinib,8,HCC1954,20120331_G2,8.754887502,0.162430465,Molar
20120331,G2,0,612,Erlotinib,24,HCC1954,20120331_G2,9.257387843,0.664930805,Molar
20120331,G2,0,746,Erlotinib,32,HCC1954,20120331_G2,9.54303182,0.950574783,Molar
20120331,G2,0,1129,Erlotinib,48,HCC1954,20120331_G2,10.14082977,1.548372734,Molar
20120331,G2,0,1277,Erlotinib,56,HCC1954,20120331_G2,10.31854281,1.726085772,Molar
20120331,G2,0,1774,Erlotinib,72,HCC1954,20120331_G2,10.79279029,2.200333257,Molar
20120331,G2,0,2247,Erlotinib,80,HCC1954,20120331_G2,11.13378441,2.541327372,Molar
20120331,G2,0,3392,Erlotinib,96,HCC1954,20120331_G2,11.72792045,3.135463417,Molar
20120331,G3,6.25E-08,371,Erlotinib,0,HCC1954,20120331_G3,8.535275377,0,Molar
20120331,G3,6.25E-08,452,Erlotinib,8,HCC1954,20120331_G3,8.820178962,0.284903586,Molar
20120331,G3,6.25E-08,723,Erlotinib,24,HCC1954,20120331_G3,9.497851837,0.96257646,Molar
20120331,G3,6.25E-08,853,Erlotinib,32,HCC1954,20120331_G3,9.736401931,1.201126555,Molar
20120331,G3,6.25E-08,1238,Erlotinib,48,HCC1954,20120331_G3,10.2737956,1.738520223,Molar
20120331,G3,6.25E-08,1410,Erlotinib,56,HCC1954,20120331_G3,10.46147945,1.926204071,Molar
20120331,G3,6.25E-08,2034,Erlotinib,72,HCC1954,20120331_G3,10.99010396,2.454828587,Molar
20120331,G3,6.25E-08,2497,Erlotinib,80,HCC1954,20120331_G3,11.28598011,2.750704729,Molar
