exptDate,plateID,cellLine,ECID,PLF_num,Well,Row,Column,Cell.Nucleus,conc,resp.ratio
2012-03-20,2,DS3,2012-03-20_2_DS3,7,D09,D,9,32265,2.00E-12,1.149314739
2012-03-20,2,DS3,2012-03-20_2_DS3,7,A08,A,8,22288,2.00E-11,0.793923041
2012-03-20,2,DS3,2012-03-20_2_DS3,7,B08,B,8,30998,2.00E-11,1.104182807
2012-03-20,2,DS3,2012-03-20_2_DS3,7,C08,C,8,33222,2.00E-11,1.18340413
2012-03-20,2,DS3,2012-03-20_2_DS3,7,D08,D,8,34984,2.00E-11,1.246168506
2012-03-20,2,DS3,2012-03-20_2_DS3,7,A07,A,7,19908,2.00E-10,0.709144826
2012-03-20,2,DS3,2012-03-20_2_DS3,7,B07,B,7,29999,2.00E-10,1.06859733
2012-03-20,2,DS3,2012-03-20_2_DS3,7,C07,C,7,34275,2.00E-10,1.220913147
2012-03-20,2,DS3,2012-03-20_2_DS3,7,D07,D,7,32307,2.00E-10,1.150810825
2012-03-20,2,DS3,2012-03-20_2_DS3,7,A06,A,6,21214,2.00E-09,0.755665981
2012-03-20,2,DS3,2012-03-20_2_DS3,7,B06,B,6,30001,2.00E-09,1.068668572
2012-03-20,2,DS3,2012-03-20_2_DS3,7,C06,C,6,33191,2.00E-09,1.182299876
2012-03-20,2,DS3,2012-03-20_2_DS3,7,D06,D,6,33318,2.00E-09,1.186823756
2012-03-20,2,DS3,2012-03-20_2_DS3,7,A05,A,5,17317,2.00E-08,0.616850561
2012-03-20,2,DS3,2012-03-20_2_DS3,7,B05,B,5,26972,2.00E-08,0.960772265
2012-03-20,2,DS3,2012-03-20_2_DS3,7,C05,C,5,30585,2.00E-08,1.089471294
2012-03-20,2,DS3,2012-03-20_2_DS3,7,D05,D,5,31587,2.00E-08,1.125163634
2012-03-20,2,DS3,2012-03-20_2_DS3,7,A04,A,4,10183,2.00E-07,0.362729645
2012-03-20,2,DS3,2012-03-20_2_DS3,7,B04,B,4,15462,2.00E-07,0.550773423
2012-03-20,2,DS3,2012-03-20_2_DS3,7,C04,C,4,16674,2.00E-07,0.593946194
2012-03-20,2,DS3,2012-03-20_2_DS3,7,D04,D,4,18923,2.00E-07,0.674058045
2012-03-20,2,DS3,2012-03-20_2_DS3,7,A03,A,3,11334,2.00E-06,0.403729529
2012-03-20,2,DS3,2012-03-20_2_DS3,7,B03,B,3,13963,2.00E-06,0.497377397
2012-03-20,2,DS3,2012-03-20_2_DS3,7,C03,C,3,17823,2.00E-06,0.634874836
2012-03-20,2,DS3,2012-03-20_2_DS3,7,D03,D,3,16502,2.00E-06,0.587819365
2012-03-20,2,DS4,2012-03-20_2_DS4,7,E11,E,11,20057,0,1.107570821
2012-03-20,2,DS4,2012-03-20_2_DS4,7,F11,F,11,18139,0,1.001656635
2012-03-20,2,DS4,2012-03-20_2_DS4,7,G11,G,11,16125,0,0.890441217
2012-03-20,2,DS4,2012-03-20_2_DS4,7,H11,H,11,18115,0,1.000331327
2012-03-20,2,DS4,2012-03-20_2_DS4,7,E10,E,10,22749,2.00E-13,1.256226186
2012-03-20,2,DS4,2012-03-20_2_DS4,7,F10,F,10,23268,2.00E-13,1.284885968
2012-03-20,2,DS4,2012-03-20_2_DS4,7,G10,G,10,21812,2.00E-13,1.204483958
2012-03-20,2,DS4,2012-03-20_2_DS4,7,H10,H,10,17020,2.00E-13,0.939864156
2012-03-20,2,DS4,2012-03-20_2_DS4,7,E09,E,9,25795,2.00E-12,1.424429842
2012-03-20,2,DS4,2012-03-20_2_DS4,7,F09,F,9,22362,2.00E-12,1.234855597
2012-03-20,2,DS4,2012-03-20_2_DS4,7,G09,G,9,21444,2.00E-12,1.184162571
2012-03-20,2,DS4,2012-03-20_2_DS4,7,H09,H,9,17568,2.00E-12,0.970125352
2012-03-20,2,DS4,2012-03-20_2_DS4,7,E08,E,8,23950,2.00E-11,1.3225468
2012-03-20,2,DS4,2012-03-20_2_DS4,7,F08,F,8,24793,2.00E-11,1.369098238
2012-03-20,2,DS4,2012-03-20_2_DS4,7,G08,G,8,22570,2.00E-11,1.246341598
2012-03-20,2,DS4,2012-03-20_2_DS4,7,H08,H,8,15800,2.00E-11,0.87249434
2012-03-20,2,DS4,2012-03-20_2_DS4,7,E07,E,7,23444,2.00E-10,1.294604893
2012-03-20,2,DS4,2012-03-20_2_DS4,7,F07,F,7,24993,2.00E-10,1.380142471
2012-03-20,2,DS4,2012-03-20_2_DS4,7,G07,G,7,23130,2.00E-10,1.277265448
2012-03-20,2,DS4,2012-03-20_2_DS4,7,H07,H,7,17778,2.00E-10,0.981721796
2012-03-20,2,DS4,2012-03-20_2_DS4,7,E06,E,6,23567,2.00E-09,1.301397095
2012-03-20,2,DS4,2012-03-20_2_DS4,7,F06,F,6,23500,2.00E-09,1.297697278
2012-03-20,2,DS4,2012-03-20_2_DS4,7,G06,G,6,21930,2.00E-09,1.211000055
2012-03-20,2,DS4,2012-03-20_2_DS4,7,H06,H,6,15416,2.00E-09,0.851289414
2012-03-20,2,DS4,2012-03-20_2_DS4,7,E05,E,5,28021,2.00E-08,1.547352145
2012-03-20,2,DS4,2012-03-20_2_DS4,7,F05,F,5,28413,2.00E-08,1.56899884
2012-03-20,2,DS4,2012-03-20_2_DS4,7,G05,G,5,23532,2.00E-08,1.299464355
2012-03-20,2,DS4,2012-03-20_2_DS4,7,H05,H,5,15515,2.00E-08,0.856756309
2012-03-20,2,DS4,2012-03-20_2_DS4,7,E04,E,4,14987,2.00E-07,0.827599536
2012-03-20,2,DS4,2012-03-20_2_DS4,7,F04,F,4,14693,2.00E-07,0.811364515
2012-03-20,2,DS4,2012-03-20_2_DS4,7,G04,G,4,13840,2.00E-07,0.764260865
2012-03-20,2,DS4,2012-03-20_2_DS4,7,H04,H,4,7025,2.00E-07,0.387928654
2012-03-20,2,DS4,2012-03-20_2_DS4,7,E03,E,3,12701,2.00E-06,0.701363963
2012-03-20,2,DS4,2012-03-20_2_DS4,7,F03,F,3,13076,2.00E-06,0.722071898
2012-03-20,2,DS4,2012-03-20_2_DS4,7,G03,G,3,10725,2.00E-06,0.592246949
2012-03-20,2,DS4,2012-03-20_2_DS4,7,H03,H,3,7600,2.00E-06,0.419680822
2012-03-20,3,DS5,2012-03-20_3_DS5,7,A11,A,11,17782,0,0.827050534
2012-03-20,3,DS5,2012-03-20_3_DS5,7,B11,B,11,20860,0,0.970209995
2012-03-20,3,DS5,2012-03-20_3_DS5,7,C11,C,11,23104,0,1.074579661
2012-03-20,3,DS5,2012-03-20_3_DS5,7,D11,D,11,24256,0,1.12815981
2012-03-20,3,DS5,2012-03-20_3_DS5,7,A10,A,10,19837,2.00E-13,0.922629706
2012-03-20,3,DS5,2012-03-20_3_DS5,7,B10,B,10,20716,2.00E-13,0.963512476
2012-03-20,3,DS5,2012-03-20_3_DS5,7,C10,C,10,23107,2.00E-13,1.074719193
2012-03-20,3,DS5,2012-03-20_3_DS5,7,D10,D,10,22608,2.00E-13,1.05151043
2012-03-20,3,DS5,2012-03-20_3_DS5,7,A09,A,9,19805,2.00E-12,0.921141369
2012-03-20,3,DS5,2012-03-20_3_DS5,7,B09,B,9,20529,2.00E-12,0.954815004
2012-03-20,3,DS5,2012-03-20_3_DS5,7,C09,C,9,22152,2.00E-12,1.030301621
2012-03-20,3,DS5,2012-03-20_3_DS5,7,D09,D,9,21642,2.00E-12,1.006581242
2012-03-20,3,DS5,2012-03-20_3_DS5,7,A08,A,8,17989,2.00E-11,0.836678217
2012-03-20,3,DS5,2012-03-20_3_DS5,7,B08,B,8,20427,2.00E-11,0.950070929
2012-03-20,3,DS5,2012-03-20_3_DS5,7,C08,C,8,25257,2.00E-11,1.174716867
2012-03-20,3,DS5,2012-03-20_3_DS5,7,D08,D,8,24528,2.00E-11,1.140810679
2012-03-20,3,DS5,2012-03-20_3_DS5,7,A07,A,7,19176,2.00E-10,0.891886235
2012-03-20,3,DS5,2012-03-20_3_DS5,7,B07,B,7,20707,2.00E-10,0.963093882
2012-03-20,3,DS5,2012-03-20_3_DS5,7,C07,C,7,23936,2.00E-10,1.113276435
2012-03-20,3,DS5,2012-03-20_3_DS5,7,D07,D,7,23546,2.00E-10,1.095137322
2012-03-20,3,DS5,2012-03-20_3_DS5,7,A06,A,6,19330,2.00E-09,0.899048859
2012-03-20,3,DS5,2012-03-20_3_DS5,7,B06,B,6,23360,2.00E-09,1.086486361
2012-03-20,3,DS5,2012-03-20_3_DS5,7,C06,C,6,24956,2.00E-09,1.160717193
2012-03-20,3,DS5,2012-03-20_3_DS5,7,D06,D,6,24155,2.00E-09,1.123462245
2012-03-20,3,DS5,2012-03-20_3_DS5,7,A05,A,5,20193,2.00E-08,0.939187461
2012-03-20,3,DS5,2012-03-20_3_DS5,7,B05,B,5,25324,2.00E-08,1.177833074
2012-03-20,3,DS5,2012-03-20_3_DS5,7,C05,C,5,27922,2.00E-08,1.298667473
2012-03-20,3,DS5,2012-03-20_3_DS5,7,D05,D,5,25969,2.00E-08,1.207832376
2012-03-20,3,DS5,2012-03-20_3_DS5,7,A04,A,4,8839,2.00E-07,0.411106718
2012-03-20,3,DS5,2012-03-20_3_DS5,7,B04,B,4,10698,2.00E-07,0.497569824
2012-03-20,3,DS5,2012-03-20_3_DS5,7,C04,C,4,11299,2.00E-07,0.525522662
2012-03-20,3,DS5,2012-03-20_3_DS5,7,D04,D,4,10968,2.00E-07,0.510127671
2012-03-20,3,DS5,2012-03-20_3_DS5,7,A03,A,3,7803,2.00E-06,0.362921793
2012-03-20,3,DS5,2012-03-20_3_DS5,7,B03,B,3,8910,2.00E-06,0.414408967
2012-03-20,3,DS5,2012-03-20_3_DS5,7,C03,C,3,10226,2.00E-06,0.475616846
2012-03-20,3,DS5,2012-03-20_3_DS5,7,D03,D,3,8918,2.00E-06,0.414781052
2012-03-20,3,DS6,2012-03-20_3_DS6,7,E11,E,11,16114,0,1.092530129
2012-03-20,3,DS6,2012-03-20_3_DS6,7,F11,F,11,15371,0,1.042154686
2012-03-20,3,DS6,2012-03-20_3_DS6,7,G11,G,11,14052,0,0.95272641
2012-03-20,3,DS6,2012-03-20_3_DS6,7,H11,H,11,13460,0,0.912588776
2012-03-20,3,DS6,2012-03-20_3_DS6,7,E10,E,10,16014,2.00E-13,1.085750123
2012-03-20,3,DS6,2012-03-20_3_DS6,7,F10,F,10,16227,2.00E-13,1.100191535
2012-03-20,3,DS6,2012-03-20_3_DS6,7,G10,G,10,14474,2.00E-13,0.981338034
2012-03-20,3,DS6,2012-03-20_3_DS6,7,H10,H,10,12444,2.00E-13,0.843703917
2012-03-20,3,DS6,2012-03-20_3_DS6,7,E09,E,9,16250,2.00E-12,1.101750936
2012-03-20,3,DS6,2012-03-20_3_DS6,7,F09,F,9,16072,2.00E-12,1.089682526
2012-03-20,3,DS6,2012-03-20_3_DS6,7,G09,G,9,14512,2.00E-12,0.983914436
2012-03-20,3,DS6,2012-03-20_3_DS6,7,H09,H,9,13848,2.00E-12,0.938895198
2012-03-20,3,DS6,2012-03-20_3_DS6,7,E08,E,8,15290,2.00E-11,1.036662881
2012-03-20,3,DS6,2012-03-20_3_DS6,7,F08,F,8,16951,2.00E-11,1.149278777
2012-03-20,3,DS6,2012-03-20_3_DS6,7,G08,G,8,14397,2.00E-11,0.97611743
2012-03-20,3,DS6,2012-03-20_3_DS6,7,H08,H,8,12257,2.00E-11,0.831025306
2012-03-20,3,DS6,2012-03-20_3_DS6,7,E07,E,7,19274,2.00E-10,1.306778311
2012-03-20,3,DS6,2012-03-20_3_DS6,7,F07,F,7,16793,2.00E-10,1.138566368
2012-03-20,3,DS6,2012-03-20_3_DS6,7,G07,G,7,13572,2.00E-10,0.920182382
2012-03-20,3,DS6,2012-03-20_3_DS6,7,H07,H,7,11669,2.00E-10,0.791158872
2012-03-20,3,DS6,2012-03-20_3_DS6,7,E06,E,6,17683,2.00E-09,1.198908419
2012-03-20,3,DS6,2012-03-20_3_DS6,7,F06,F,6,17548,2.00E-09,1.189755411
2012-03-20,3,DS6,2012-03-20_3_DS6,7,G06,G,6,14526,2.00E-09,0.984863637
2012-03-20,3,DS6,2012-03-20_3_DS6,7,H06,H,6,11776,2.00E-09,0.798413479
2012-03-20,3,DS6,2012-03-20_3_DS6,7,E05,E,5,17996,2.00E-08,1.220129837
2012-03-20,3,DS6,2012-03-20_3_DS6,7,F05,F,5,14034,2.00E-08,0.951506009
2012-03-20,3,DS6,2012-03-20_3_DS6,7,G05,G,5,11574,2.00E-08,0.784717867
2012-03-20,3,DS6,2012-03-20_3_DS6,7,H05,H,5,9455,2.00E-08,0.641049545
2012-03-20,3,DS6,2012-03-20_3_DS6,7,E04,E,4,7661,2.00E-07,0.519416242
2012-03-20,3,DS6,2012-03-20_3_DS6,7,F04,F,4,6745,2.00E-07,0.457311389
2012-03-20,3,DS6,2012-03-20_3_DS6,7,G04,G,4,6241,2.00E-07,0.42314016
2012-03-20,3,DS6,2012-03-20_3_DS6,7,H04,H,4,5842,2.00E-07,0.396087937
2012-03-20,3,DS6,2012-03-20_3_DS6,7,E03,E,3,6918,2.00E-06,0.469040799
2012-03-20,3,DS6,2012-03-20_3_DS6,7,F03,F,3,6343,2.00E-06,0.430055766
2012-03-20,3,DS6,2012-03-20_3_DS6,7,G03,G,3,6288,2.00E-06,0.426326762
2012-03-20,3,DS6,2012-03-20_3_DS6,7,H03,H,3,5822,2.00E-06,0.394731936
2012-03-20,4,DS7,2012-03-20_4_DS7,7,A11,A,11,26255,0,0.866909355
2012-03-20,4,DS7,2012-03-20_4_DS7,7,B11,B,11,31606,0,1.043593109
2012-03-20,4,DS7,2012-03-20_4_DS7,7,C11,C,11,31792,0,1.049734611
2012-03-20,4,DS7,2012-03-20_4_DS7,7,D11,D,11,31490,0,1.039762925
2012-03-20,4,DS7,2012-03-20_4_DS7,7,A10,A,10,27744,2.00E-13,0.916074391
2012-03-20,4,DS7,2012-03-20_4_DS7,7,B10,B,10,28287,2.00E-13,0.934003616
2012-03-20,4,DS7,2012-03-20_4_DS7,7,C10,C,10,32813,2.00E-13,1.083446836
2012-03-20,4,DS7,2012-03-20_4_DS7,7,D10,D,10,32716,2.00E-13,1.080244009
2012-03-20,4,DS7,2012-03-20_4_DS7,7,A09,A,9,26449,2.00E-12,0.873315008
2012-03-20,4,DS7,2012-03-20_4_DS7,7,B09,B,9,30887,2.00E-12,1.019852571
2012-03-20,4,DS7,2012-03-20_4_DS7,7,C09,C,9,32796,2.00E-12,1.082885515
2012-03-20,4,DS7,2012-03-20_4_DS7,7,D09,D,9,33365,2.00E-12,1.101673229
2012-03-20,4,DS7,2012-03-20_4_DS7,7,A08,A,8,26828,2.00E-11,0.885829144
2012-03-20,4,DS7,2012-03-20_4_DS7,7,B08,B,8,29448,2.00E-11,0.972338476
2012-03-20,4,DS7,2012-03-20_4_DS7,7,C08,C,8,32390,2.00E-11,1.069479871
2012-03-20,4,DS7,2012-03-20_4_DS7,7,D08,D,8,31948,2.00E-11,1.054885548
2012-03-20,4,DS7,2012-03-20_4_DS7,7,A07,A,7,25552,2.00E-10,0.843697118
2012-03-20,4,DS7,2012-03-20_4_DS7,7,B07,B,7,28538,2.00E-10,0.942291342
2012-03-20,4,DS7,2012-03-20_4_DS7,7,C07,C,7,32681,2.00E-10,1.07908835
2012-03-20,4,DS7,2012-03-20_4_DS7,7,D07,D,7,34060,2.00E-10,1.124621315
2012-03-20,4,DS7,2012-03-20_4_DS7,7,A06,A,6,25745,2.00E-09,0.850069752
2012-03-20,4,DS7,2012-03-20_4_DS7,7,B06,B,6,29638,2.00E-09,0.978612054
2012-03-20,4,DS7,2012-03-20_4_DS7,7,C06,C,6,33749,2.00E-09,1.114352459
2012-03-20,4,DS7,2012-03-20_4_DS7,7,D06,D,6,33370,2.00E-09,1.101838323
2012-03-20,4,DS7,2012-03-20_4_DS7,7,A05,A,5,18567,2.00E-08,0.613060598
2012-03-20,4,DS7,2012-03-20_4_DS7,7,B05,B,5,23932,2.00E-08,0.790206615
2012-03-20,4,DS7,2012-03-20_4_DS7,7,C05,C,5,25454,2.00E-08,0.840461273
2012-03-20,4,DS7,2012-03-20_4_DS7,7,D05,D,5,25716,2.00E-08,0.849112206
2012-03-20,4,DS7,2012-03-20_4_DS7,7,A04,A,4,11019,2.00E-07,0.363834477
2012-03-20,4,DS7,2012-03-20_4_DS7,7,B04,B,4,12289,2.00E-07,0.405768389
2012-03-20,4,DS7,2012-03-20_4_DS7,7,C04,C,4,13324,2.00E-07,0.439942877
2012-03-20,4,DS7,2012-03-20_4_DS7,7,D04,D,4,13450,2.00E-07,0.44410325
2012-03-20,4,DS7,2012-03-20_4_DS7,7,A03,A,3,10153,2.00E-06,0.335240171
2012-03-20,4,DS7,2012-03-20_4_DS7,7,B03,B,3,11077,2.00E-06,0.365749569
2012-03-20,4,DS7,2012-03-20_4_DS7,7,C03,C,3,12652,2.00E-06,0.417754224
2012-03-20,4,DS7,2012-03-20_4_DS7,7,D03,D,3,13066,2.00E-06,0.43142402
2012-03-24,1,DS1,2012-03-24_1_DS1,8,A11,A,11,45888,0,0.981314857
2012-03-24,1,DS1,2012-03-24_1_DS1,8,B11,B,11,46586,0,0.996241586
2012-03-24,1,DS1,2012-03-24_1_DS1,8,C11,C,11,46671,0,0.998059311
2012-03-24,1,DS1,2012-03-24_1_DS1,8,D11,D,11,47902,0,1.024384246
2012-03-24,1,DS1,2012-03-24_1_DS1,8,A10,A,10,44597,2.00E-13,0.953706822
2012-03-24,1,DS1,2012-03-24_1_DS1,8,B10,B,10,45915,2.00E-13,0.981892252
2012-03-24,1,DS1,2012-03-24_1_DS1,8,C10,C,10,46879,2.00E-13,1.002507391
2012-03-24,1,DS1,2012-03-24_1_DS1,8,D10,D,10,45896,2.00E-13,0.981485937
2012-03-24,1,DS1,2012-03-24_1_DS1,8,A09,A,9,45012,2.00E-12,0.962581597
2012-03-24,1,DS1,2012-03-24_1_DS1,8,B09,B,9,44519,2.00E-12,0.952038792
2012-03-24,1,DS1,2012-03-24_1_DS1,8,C09,C,9,45560,2.00E-12,0.974300577
2012-03-24,1,DS1,2012-03-24_1_DS1,8,D09,D,9,45936,2.00E-12,0.982341337
2012-03-24,1,DS1,2012-03-24_1_DS1,8,A08,A,8,45855,2.00E-11,0.980609152
2012-03-24,1,DS1,2012-03-24_1_DS1,8,B08,B,8,44840,2.00E-11,0.958903377
2012-03-24,1,DS1,2012-03-24_1_DS1,8,C08,C,8,46340,2.00E-11,0.990980876
2012-03-24,1,DS1,2012-03-24_1_DS1,8,D08,D,8,46032,2.00E-11,0.984394297
2012-03-24,1,DS1,2012-03-24_1_DS1,8,A07,A,7,45011,2.00E-10,0.962560212
2012-03-24,1,DS1,2012-03-24_1_DS1,8,B07,B,7,43799,2.00E-10,0.936641593
2012-03-24,1,DS1,2012-03-24_1_DS1,8,C07,C,7,46953,2.00E-10,1.004089881
2012-03-24,1,DS1,2012-03-24_1_DS1,8,D07,D,7,44367,2.00E-10,0.948788272
2012-03-24,1,DS1,2012-03-24_1_DS1,8,A06,A,6,43844,2.00E-09,0.937603918
2012-03-24,1,DS1,2012-03-24_1_DS1,8,B06,B,6,44720,2.00E-09,0.956337177
2012-03-24,1,DS1,2012-03-24_1_DS1,8,C06,C,6,45511,2.00E-09,0.973252712
2012-03-24,1,DS1,2012-03-24_1_DS1,8,D06,D,6,44475,2.00E-09,0.951097852
2012-03-24,1,DS1,2012-03-24_1_DS1,8,A05,A,5,23777,2.00E-08,0.508471133
